ts,alpha,beta,gamma
1698420170754.0,157,428,520
1698420170834.0,189,405,511
1698420170914.0,218,380,499
1698420170994.0,226,381,512
1698420171074.0,215,386,493
1698420171153.0,176,415,500
1698420171234.0,116,429,518
1698420171313.0,44,433,530
1698420171394.0,-20,440,543
1698420171474.0,-55,434,538
1698420171553.0,-42,423,539
1698420171633.0,22,412,532
1698420171714.0,75,396,533
1698420171793.0,124,399,514
1698420171873.0,149,367,500
1698420171954.0,184,345,499
1698420172033.0,189,327,490
1698420172113.0,179,331,478
1698420172193.0,159,358,489
1698420172273.0,135,377,502
1698420172353.0,80,403,500
1698420172433.0,12,415,520
1698420172513.0,-35,422,531
1698420172593.0,-44,431,538
1698420172674.0,-17,422,544
1698420172753.0,62,418,537
1698420172833.0,119,396,527
1698420172916.0,148,394,504
1698420172993.0,167,387,495
1698420173073.0,189,365,486
1698420173154.0,184,347,497
1698420173233.0,197,362,490
1698420173316.0,176,374,501
1698420173393.0,164,389,515
1698420173473.0,109,412,535
1698420173553.0,52,445,546
1698420173633.0,0,454,562
1698420173716.0,-32,435,567
1698420173793.0,-42,431,572
1698420173873.0,16,434,571
1698420173953.0,107,426,560
1698420174033.0,159,403,539
1698420174116.0,175,398,520
1698420174193.0,207,384,507
1698420174273.0,229,386,506
1698420174354.0,230,377,486
1698420174433.0,229,382,491
1698420174515.0,208,396,500
1698420174593.0,163,415,520
1698420174673.0,123,439,553
1698420174753.0,54,462,546
1698420174833.0,9,449,553
1698420174915.0,-4,451,564
1698420174993.0,23,449,552
1698420175073.0,99,436,555
1698420175153.0,146,427,533
1698420175233.0,171,402,531
1698420175316.0,204,406,507
1698420175393.0,224,396,500
1698420175473.0,230,387,501
1698420175553.0,241,383,503
1698420175633.0,241,389,505
1698420175715.0,235,394,511
1698420175793.0,196,409,528
1698420175873.0,148,448,542
1698420175953.0,91,462,563
1698420176033.0,40,475,555
1698420176116.0,20,480,572
1698420176193.0,34,472,583
1698420176273.0,68,452,579
1698420176353.0,111,424,589
1698420176433.0,141,423,580
1698420176515.0,158,409,584
1698420176593.0,184,357,599
1698420176673.0,180,342,600
1698420176753.0,166,327,616
1698420176833.0,141,317,625
1698420176915.0,140,309,621
1698420176993.0,142,276,626
1698420177072.0,154,249,633
1698420177152.0,172,218,620
1698420177233.0,188,180,607
1698420177316.0,207,144,593
1698420177392.0,223,121,586
1698420177473.0,222,127,583
1698420177552.0,241,155,582
1698420177632.0,244,184,589
1698420177715.0,237,193,576
1698420177792.0,249,182,587
1698420177872.0,252,160,562
1698420177953.0,248,129,548
1698420178033.0,243,88,539
1698420178115.0,216,54,543
1698420178193.0,208,43,540
1698420178272.0,226,51,542
1698420178352.0,220,80,544
1698420178432.0,238,115,553
1698420178515.0,227,178,556
1698420178592.0,224,216,562
1698420178672.0,220,231,573
1698420178752.0,221,208,551
1698420178832.0,239,166,544
1698420178915.0,232,130,535
1698420178992.0,210,130,556
1698420179072.0,194,132,545
1698420179152.0,189,106,552
1698420179232.0,190,93,554
1698420179315.0,194,82,556
1698420179393.0,209,90,541
1698420179472.0,216,80,538
1698420179552.0,235,122,549
1698420179632.0,229,180,570
1698420179715.0,214,209,580
1698420179792.0,212,216,583
1698420179872.0,215,200,578
1698420179954.0,218,158,566
1698420180032.0,228,110,553
1698420180115.0,218,92,545
1698420180192.0,217,56,534
1698420180272.0,192,37,528
1698420180355.0,210,58,547
1698420180432.0,210,93,542
1698420180514.0,218,121,550
1698420180592.0,215,171,557
1698420180672.0,207,212,568
1698420180755.0,186,225,574
1698420180828.0,205,217,567
1698420180914.0,204,187,547
1698420180992.0,214,149,549
1698420181072.0,206,130,540
1698420181154.0,177,106,553
1698420181232.0,161,77,548
1698420181315.0,144,60,559
1698420181392.0,151,74,567
1698420181472.0,177,92,555
1698420181554.0,191,95,552
1698420181632.0,181,145,567
1698420181714.0,167,181,576
1698420181792.0,162,210,587
1698420181872.0,156,198,581
1698420181953.0,179,180,568
1698420182032.0,180,126,560
1698420182114.0,170,113,570
1698420182192.0,150,96,569
1698420182272.0,130,72,576
1698420182353.0,103,68,581
1698420182432.0,106,61,596
1698420182515.0,129,43,592
1698420182592.0,171,6,575
1698420182672.0,232,43,556
1698420182753.0,260,126,565
1698420182831.0,242,173,570
1698420182914.0,254,196,574
1698420182992.0,254,184,550
1698420183071.0,264,116,526
1698420183153.0,243,72,519
1698420183232.0,225,40,532
1698420183314.0,183,6,539
1698420183392.0,171,-9,542
1698420183472.0,189,7,547
1698420183553.0,220,36,524
1698420183631.0,261,79,535
1698420183712.0,276,152,540
1698420183791.0,256,233,568
1698420183871.0,229,276,584
1698420183952.0,219,291,574
1698420184031.0,244,273,578
1698420184111.0,278,207,541
1698420184191.0,285,141,531
1698420184271.0,260,65,520
1698420184352.0,236,30,517
1698420184432.0,236,21,524
1698420184511.0,249,43,535
1698420184591.0,275,90,532
1698420184671.0,272,132,526
1698420184752.0,284,199,544
1698420184831.0,272,261,561
1698420184911.0,240,286,580
1698420184991.0,248,303,568
1698420185071.0,280,261,551
1698420185152.0,306,201,525
1698420185231.0,303,118,512
1698420185311.0,299,104,499
1698420185391.0,276,68,517
1698420185472.0,258,31,526
1698420185552.0,243,15,532
1698420185631.0,260,39,542
1698420185711.0,283,45,527
1698420185791.0,304,109,530
1698420185871.0,313,180,549
1698420185951.0,294,260,572
1698420186031.0,275,291,593
1698420186111.0,289,283,593
1698420186191.0,322,236,560
1698420186271.0,336,172,541
1698420186351.0,308,133,542
1698420186431.0,301,65,527
1698420186511.0,276,28,537
1698420186591.0,275,13,544
1698420186671.0,283,13,559
1698420186751.0,314,57,546
1698420186831.0,330,72,549
1698420186911.0,335,143,557
1698420186991.0,325,239,598
1698420187071.0,277,275,608
1698420187151.0,278,285,615
1698420187231.0,306,267,593
1698420187311.0,352,184,562
1698420187391.0,337,108,546
1698420187472.0,325,69,550
1698420187551.0,296,26,544
1698420187631.0,277,-11,558
1698420187711.0,271,11,561
1698420187791.0,297,53,565
1698420187871.0,303,79,556
1698420187950.0,315,140,566
1698420188032.0,294,229,593
1698420188111.0,249,295,605
1698420188191.0,234,283,613
1698420188271.0,272,263,602
1698420188351.0,317,194,564
1698420188431.0,326,111,542
1698420188511.0,292,62,532
1698420188591.0,279,44,536
1698420188670.0,260,16,546
1698420188751.0,258,5,534
1698420188831.0,263,20,562
1698420188927.0,272,77,552
1698420188991.0,298,101,558
1698420189137.0,312,170,578
1698420189150.0,286,225,593
1698420189412.0,295,235,582
1698420189767.0,316,190,550
1698420189775.0,292,87,556
1698420190191.0,276,160,578
1698420190428.0,259,235,598
1698420190433.0,230,270,602
1698420190731.0,290,103,530
1698420190937.0,277,84,552
1698420190945.0,237,48,566
1698420191057.0,246,56,561
1698420191070.0,251,71,553
1698420191301.0,255,100,560
1698420191311.0,267,117,555
1698420191451.0,274,157,565
1698420191470.0,265,192,582
1698420191692.0,234,247,603
1698420191927.0,248,242,603
1698420191933.0,283,171,570
1698420192167.0,273,109,543
1698420192175.0,252,52,541
1698420192227.0,252,53,550
1698420192270.0,263,74,552
1698420192711.0,268,174,568
1698420192750.0,288,154,571
1698420193044.0,273,109,547
1698420193073.0,283,101,548
1698420193150.0,283,108,548
1698420193457.0,294,112,557
1698420193468.0,277,136,563
1698420193697.0,278,135,561
1698420193707.0,281,140,558
1698420193973.0,279,118,560
1698420194030.0,286,123,548
1698420194361.0,294,125,542
1698420194540.0,293,136,521
1698420194545.0,298,118,514
1698420194898.0,297,97,504
1698420194908.0,295,135,499
1698420195439.0,320,146,489
1698420195444.0,311,237,479
1698420196401.0,309,230,444
1698420196728.0,307,242,449
1698420196733.0,310,286,451
1698420198562.0,293,308,437
1698420198618.0,276,306,441
1698420198671.0,286,324,433
1698420198749.0,279,330,446
1698420198829.0,284,340,452
1698420198909.0,275,350,457
1698420198989.0,280,342,454
1698420199071.0,274,359,458
1698420199149.0,266,358,456
1698420199229.0,269,371,462
1698420199309.0,254,382,465
1698420199389.0,263,401,478
1698420199471.0,230,432,489
1698420199549.0,176,458,529
1698420199638.0,108,468,575
1698420199712.0,-3,449,616
1698420199789.0,-81,372,640
1698420199871.0,-159,328,649
1698420200304.0,-228,210,652
1698420200349.0,-228,197,641
1698420200429.0,-227,187,658
1698420200512.0,-239,199,644
1698420200589.0,-237,206,658
1698420200671.0,-224,212,652
1698420200749.0,-231,232,633
1698420200838.0,-214,317,633
1698420200911.0,-193,439,590
1698420201018.0,-124,499,538
1698420201071.0,-5,514,546
1698420201148.0,128,490,547
1698420201229.0,224,424,536
1698420201310.0,255,392,511
1698420201388.0,254,387,502
1698420201471.0,238,412,495
1698420201549.0,210,442,518
1698420201628.0,168,473,517
1698420201711.0,78,522,478
1698420201788.0,-7,508,398
1698420201948.0,-91,426,345
1698420201954.0,-166,372,340
