ts,alpha,beta,gamma
1698920741200.0,363,733,573
1698920741275.0,356,726,561
1698920741358.0,332,704,549
1698920741435.0,327,719,547
1698920741515.0,338,733,551
1698920741596.0,356,747,550
1698920741675.0,350,749,534
1698920741758.0,324,737,516
1698920741836.0,351,731,527
1698920741915.0,326,736,523
1698920741995.0,350,744,536
1698920742076.0,320,730,520
1698920742155.0,325,713,529
1698920742235.0,319,697,523
1698920742315.0,302,694,526
1698920742395.0,306,698,522
1698920742475.0,299,697,512
1698920742555.0,295,716,515
1698920742636.0,289,704,504
1698920742715.0,262,731,497
1698920742798.0,286,723,493
1698920742875.0,305,727,522
1698920742955.0,319,743,525
1698920743035.0,336,736,551
1698920743115.0,356,732,555
1698920743198.0,352,724,566
1698920743275.0,327,724,544
1698920743355.0,317,710,538
1698920743435.0,327,737,551
1698920743515.0,338,755,546
1698920743595.0,324,762,527
1698920743675.0,314,742,514
1698920743755.0,305,740,501
1698920743835.0,306,731,516
1698920743915.0,316,727,512
1698920743995.0,302,730,513
1698920744076.0,325,717,511
1698920744155.0,299,701,515
1698920744236.0,291,708,503
1698920744315.0,293,711,491
1698920744395.0,270,718,492
1698920744477.0,244,705,476
1698920744555.0,234,715,483
1698920744637.0,258,724,493
1698920744715.0,278,717,502
1698920744795.0,287,734,522
1698920744875.0,306,742,535
1698920744955.0,318,721,556
1698920745037.0,341,713,559
1698920745115.0,328,708,553
1698920745195.0,334,715,553
1698920745275.0,332,729,548
1698920745355.0,332,754,547
1698920745435.0,321,743,523
1698920745515.0,302,737,502
1698920745595.0,296,727,501
1698920745675.0,277,719,514
1698920745755.0,290,717,520
1698920745835.0,285,725,503
1698920745916.0,300,713,506
1698920745995.0,286,709,503
1698920746077.0,282,726,500
1698920746155.0,285,723,502
1698920746235.0,273,714,497
1698920746315.0,243,713,480
1698920746395.0,266,728,484
1698920746477.0,293,737,491
1698920746555.0,287,724,512
1698920746635.0,307,734,530
1698920746715.0,357,748,574
1698920746794.0,396,747,608
1698920746877.0,370,723,587
1698920746954.0,357,722,579
1698920747034.0,349,718,566
1698920747115.0,348,734,580
1698920747194.0,362,762,565
1698920747275.0,350,744,539
1698920747355.0,315,724,512
1698920747434.0,318,723,508
1698920747514.0,316,732,516
1698920747595.0,315,738,504
1698920747674.0,303,709,510
1698920747757.0,291,721,499
1698920747834.0,279,717,490
1698920747917.0,276,713,496
1698920747994.0,283,729,498
1698920748074.0,264,726,488
1698920748154.0,277,714,474
1698920748234.0,290,733,493
1698920748317.0,284,738,501
1698920748394.0,307,728,524
1698920748474.0,321,744,537
1698920748555.0,345,735,576
1698920748634.0,347,718,581
1698920748714.0,333,715,554
1698920748794.0,334,713,546
1698920748874.0,330,727,553
1698920748954.0,329,755,565
1698920749034.0,325,763,545
1698920749115.0,311,748,518
1698920749195.0,297,726,487
1698920749275.0,295,724,497
1698920749357.0,285,712,504
1698920749434.0,270,713,497
1698920749514.0,281,699,487
1698920749594.0,265,699,501
1698920749674.0,275,702,494
1698920749757.0,270,692,494
1698920749834.0,284,697,497
1698920749914.0,270,708,482
1698920749994.0,265,721,472
1698920750075.0,283,712,484
1698920750154.0,268,729,496
1698920750234.0,280,722,522
1698920750314.0,320,713,542
1698920750394.0,318,707,554
1698920750474.0,322,703,556
1698920750554.0,315,700,533
1698920750634.0,292,689,523
1698920750714.0,300,698,537
1698920750794.0,314,726,547
1698920750874.0,318,735,525
1698920750954.0,289,718,483
1698920751035.0,297,727,482
1698920751114.0,316,721,508
1698920751197.0,314,730,511
1698920751274.0,293,717,516
1698920751354.0,313,733,517
1698920751434.0,285,727,512
1698920751514.0,283,718,498
1698920751596.0,285,713,503
1698920751674.0,273,718,493
1698920751754.0,295,718,500
1698920751834.0,288,740,503
1698920751914.0,315,749,505
1698920751997.0,318,744,520
1698920752074.0,324,737,544
1698920752154.0,340,733,561
1698920752234.0,353,721,579
1698920752314.0,342,712,572
1698920752394.0,330,716,551
1698920752474.0,333,718,554
1698920752554.0,336,736,555
1698920752636.0,350,747,557
1698920752713.0,344,757,541
1698920752794.0,314,728,517
1698920752876.0,324,727,523
1698920752953.0,319,727,527
1698920753036.0,304,744,516
1698920753114.0,295,706,506
1698920753194.0,298,714,513
1698920753273.0,270,714,501
1698920753354.0,294,706,500
1698920753433.0,280,706,501
1698920753513.0,247,704,468
1698920753594.0,275,709,486
1698920753674.0,299,715,498
1698920753753.0,311,718,513
1698920753834.0,308,730,521
1698920753913.0,338,732,551
1698920753993.0,355,740,572
1698920754073.0,356,727,580
1698920754153.0,361,732,568
1698920754233.0,330,716,560
1698920754315.0,321,714,544
1698920754393.0,329,741,547
1698920754476.0,345,753,552
1698920754553.0,334,758,544
1698920754633.0,326,733,521
1698920754713.0,336,746,537
1698920754911.0,332,757,538
1698920754916.0,304,735,513
1698920754971.0,326,727,522
1698920755033.0,287,725,502
1698920755124.0,291,726,509
1698920755193.0,296,712,498
1698920755364.0,268,717,483
1698920755481.0,278,717,492
1698920755513.0,299,733,517
1698920755601.0,300,737,509
1698920755673.0,289,742,508
1698920755754.0,330,746,540
1698920755833.0,342,747,561
1698920755916.0,363,741,578
1698920755993.0,343,711,563
1698920756073.0,336,722,562
1698920756155.0,342,738,568
1698920756233.0,342,743,567
1698920756315.0,366,755,572
1698920756393.0,335,760,532
1698920756474.0,332,732,519
1698920756553.0,320,734,521
1698920756633.0,311,750,510
1698920756716.0,282,736,496
1698920756793.0,311,722,519
1698920756873.0,296,725,510
1698920756953.0,290,717,511
1698920757033.0,288,710,520
1698920757113.0,300,737,514
1698920757193.0,275,722,482
1698920757273.0,310,727,505
1698920757353.0,332,756,535
1698920757433.0,339,745,533
1698920757513.0,316,752,533
1698920757594.0,341,757,564
1698920757673.0,375,748,590
1698920757755.0,370,758,601
1698920757833.0,372,732,578
1698920757913.0,365,734,568
1698920757993.0,365,728,574
1698920758073.0,364,757,588
1698920758155.0,380,772,593
1698920758233.0,322,756,527
1698920758313.0,340,712,515
1698920758393.0,339,729,521
1698920758473.0,318,723,522
1698920758553.0,305,724,510
1698920758633.0,301,695,514
1698920758713.0,286,697,504
1698920758793.0,284,701,503
1698920758873.0,290,710,512
1698920758952.0,310,712,504
1698920759033.0,320,718,523
1698920759113.0,325,746,519
1698920759195.0,355,744,547
1698920759272.0,350,753,555
1698920759353.0,340,744,557
1698920759435.0,351,740,579
1698920759512.0,375,754,596
1698920759595.0,384,742,597
1698920759672.0,372,733,572
1698920759752.0,301,722,549
1698920759833.0,249,708,536
1698920759912.0,231,704,524
1698920759995.0,220,714,510
1698920760073.0,216,707,493
1698920760152.0,195,692,480
1698920760232.0,190,681,493
1698920760313.0,181,693,475
1698920760392.0,205,677,478
1698920760472.0,155,683,477
1698920760553.0,165,690,477
1698920760632.0,177,686,476
1698920760712.0,173,685,467
1698920760792.0,164,688,451
1698920760873.0,196,696,475
1698920760952.0,204,699,484
1698920761035.0,215,712,499
1698920761112.0,220,699,498
1698920761192.0,259,689,511
1698920761273.0,264,680,535
1698920761352.0,267,680,540
1698920761435.0,268,683,537
1698920761512.0,247,680,528
1698920761592.0,247,695,526
1698920761672.0,259,691,526
1698920761752.0,268,715,528
1698920761832.0,245,715,495
1698920761912.0,216,684,466
1698920761992.0,213,677,477
1698920762072.0,223,685,481
1698920762152.0,205,668,488
1698920762232.0,213,686,474
1698920762312.0,207,666,489
1698920762392.0,218,683,491
1698920762475.0,208,671,486
1698920762552.0,206,678,486
1698920762632.0,191,671,472
1698920762715.0,189,681,476
1698920762792.0,222,686,489
1698920762874.0,216,679,489
1698920762952.0,228,687,520
1698920763032.0,255,681,523
1698920763112.0,265,685,542
1698920763192.0,268,681,544
1698920763274.0,273,685,550
1698920763352.0,259,693,523
1698920763432.0,255,681,514
1698920763512.0,234,702,506
1698920763592.0,234,724,482
1698920763672.0,208,700,469
1698920763753.0,213,687,452
1698920763832.0,220,694,457
1698920763912.0,235,703,473
1698920763992.0,211,709,466
1698920764072.0,238,684,470
1698920764153.0,226,689,474
1698920764232.0,218,677,478
1698920764314.0,219,674,467
1698920764392.0,225,697,449
1698920764472.0,208,700,469
1698920764552.0,225,710,469
1698920764633.0,248,713,487
1698920764714.0,257,732,490
1698920764791.0,252,712,501
1698920764872.0,271,703,519
1698920764951.0,267,699,522
1698920765031.0,264,704,537
1698920765114.0,269,704,535
1698920765192.0,261,697,521
1698920765271.0,260,705,515
1698920765352.0,250,726,507
1698920765431.0,267,727,511
1698920765511.0,228,705,490
1698920765592.0,243,710,493
1698920765671.0,240,713,486
1698920765751.0,256,720,484
1698920765831.0,253,696,476
1698920765911.0,246,687,487
1698920765993.0,241,698,482
1698920766071.0,255,709,491
1698920766154.0,233,699,494
1698920766231.0,252,727,501
1698920766312.0,256,715,504
1698920766391.0,243,728,518
1698920766471.0,278,722,528
1698920766554.0,287,719,529
1698920766631.0,280,694,541
1698920766711.0,263,702,544
1698920766792.0,246,696,536
1698920766871.0,261,692,529
1698920766951.0,238,700,527
1698920767031.0,241,737,522
1698920767111.0,239,740,518
1698920767191.0,199,712,493
1698920767272.0,205,712,485
1698920767351.0,200,701,493
1698920767432.0,182,703,484
1698920767511.0,181,675,493
1698920767593.0,164,662,501
1698920767671.0,183,671,506
1698920767752.0,182,652,499
1698920767831.0,194,648,518
1698920767911.0,186,644,523
1698920767994.0,176,631,518
1698920768071.0,143,615,526
1698920768151.0,60,594,512
1698920768231.0,-32,554,501
1698920768311.0,-97,550,482
1698920768393.0,-130,546,458
1698920768532.0,-161,564,461
1698920768551.0,-160,565,445
1698920768652.0,-167,576,461
1698920768711.0,-160,572,464
1698920768802.0,-171,583,460
1698920768871.0,-160,568,452
1698920768951.0,-163,570,467
1698920769031.0,-161,568,454
1698920769111.0,-166,578,454
1698920769191.0,-152,567,450
1698920769272.0,-161,568,455
1698920769351.0,-159,577,451
1698920769433.0,-167,576,460
1698920769511.0,-166,575,459
1698920769591.0,-168,567,457
