ts,alpha,beta,gamma
1698924437665.0,277,751,297
1698924437748.0,289,752,292
1698924437825.0,284,748,297
1698924437905.0,270,760,300
1698924437985.0,265,750,303
1698924438065.0,276,773,290
1698924438148.0,284,745,289
1698924438225.0,284,756,298
1698924438305.0,278,754,285
1698924438385.0,286,764,286
1698924438465.0,287,745,282
1698924438545.0,291,735,278
1698924438625.0,294,731,291
1698924438705.0,299,735,275
1698924438785.0,293,718,273
1698924438865.0,301,732,281
1698924438945.0,299,713,275
1698924439025.0,311,713,259
1698924439105.0,303,688,251
1698924439187.0,290,681,238
1698924439265.0,282,664,229
1698924439345.0,270,643,216
1698924439427.0,234,626,208
1698924439505.0,209,611,201
1698924439588.0,174,594,197
1698924439665.0,158,584,202
1698924439745.0,137,589,199
1698924439825.0,111,573,213
1698924439905.0,84,594,208
1698924439987.0,69,596,215
1698924440065.0,54,600,215
1698924440145.0,55,608,224
1698924440225.0,42,605,211
1698924440305.0,35,605,217
1698924440384.0,29,614,215
1698924440464.0,11,624,235
1698924440545.0,4,637,241
1698924440624.0,0,638,253
1698924440704.0,-12,649,240
1698924440785.0,0,656,252
1698924440865.0,-5,638,237
1698924440944.0,17,646,242
1698924441027.0,-1,656,241
1698924441104.0,3,651,242
1698924441184.0,27,657,238
1698924441267.0,26,648,239
1698924441344.0,40,660,239
1698924441427.0,44,642,230
1698924441505.0,38,648,232
1698924441584.0,30,658,236
1698924441664.0,40,661,234
1698924441745.0,26,655,247
1698924441827.0,9,662,248
1698924441904.0,-19,653,247
1698924441984.0,-21,643,252
1698924442064.0,-22,645,260
1698924442144.0,-38,633,266
1698924442224.0,-36,619,255
1698924442304.0,-59,626,252
1698924442384.0,-56,606,261
1698924442464.0,-63,613,258
1698924442544.0,-70,606,267
1698924442624.0,-76,624,263
1698924442705.0,-60,614,252
1698924442784.0,-69,609,255
1698924442867.0,-49,633,250
1698924442944.0,-54,639,262
1698924443024.0,-43,641,266
1698924443107.0,-36,650,264
1698924443184.0,-36,673,267
1698924443267.0,-26,670,261
1698924443344.0,-23,672,267
1698924443424.0,-25,673,263
1698924443504.0,-28,668,250
1698924443584.0,-26,672,262
1698924443667.0,-21,681,258
1698924443744.0,-21,681,257
