ts,alpha,beta,gamma
1698744290104.0,-11,845,251
1698744290184.0,9,844,247
1698744290267.0,-5,837,241
1698744290344.0,12,832,235
1698744290427.0,29,815,227
1698744290505.0,52,804,237
1698744290584.0,58,793,221
1698744290667.0,63,765,232
1698744290745.0,104,752,216
1698744290827.0,101,743,219
1698744290904.0,105,738,218
1698744290985.0,87,721,209
1698744291066.0,69,747,216
1698744291144.0,73,778,241
1698744291227.0,77,791,242
1698744291304.0,47,812,247
1698744291384.0,34,837,266
1698744291468.0,22,842,254
1698744291544.0,0,851,261
1698744291627.0,-3,846,257
1698744291705.0,-7,854,253
1698744291784.0,9,834,245
1698744291866.0,21,830,257
1698744291945.0,28,834,273
1698744292027.0,48,821,265
1698744292104.0,34,826,265
1698744292184.0,69,826,284
1698744292266.0,77,789,346
1698744292340.0,85,739,390
1698744292428.0,50,720,408
1698744292504.0,22,759,398
1698744292585.0,20,783,379
1698744292664.0,47,784,363
1698744292744.0,74,788,339
1698744292827.0,89,786,340
1698744292904.0,82,783,298
1698744292984.0,72,792,277
1698744293066.0,56,804,286
1698744293144.0,52,814,283
1698744293226.0,39,811,285
1698744293304.0,41,821,277
1698744293384.0,45,813,273
1698744293466.0,54,818,271
1698744293544.0,65,796,267
1698744293627.0,74,791,259
1698744293704.0,74,788,260
1698744293784.0,86,761,253
1698744293867.0,87,754,249
1698744293944.0,97,745,241
1698744294026.0,88,742,237
1698744294104.0,105,726,241
1698744294184.0,121,726,247
1698744294267.0,126,691,256
1698744294344.0,144,689,262
1698744294426.0,140,652,265
1698744294504.0,153,620,277
1698744294584.0,148,614,274
1698744294664.0,151,593,272
1698744294744.0,150,592,279
1698744294826.0,145,583,275
1698744294904.0,150,576,280
1698744294984.0,154,581,270
1698744295064.0,150,590,271
1698744295145.0,152,607,280
1698744295226.0,152,642,302
1698744295304.0,144,670,301
1698744295384.0,137,664,309
1698744295464.0,151,652,324
1698744295544.0,140,617,329
1698744295626.0,126,582,350
1698744295704.0,107,578,359
1698744295784.0,105,564,378
1698744295864.0,87,570,381
1698744295943.0,98,566,380
1698744296026.0,90,567,371
1698744296103.0,113,555,360
1698744296183.0,120,558,363
1698744296264.0,103,587,378
1698744296343.0,97,635,382
1698744296426.0,73,661,394
1698744296504.0,75,664,400
1698744296583.0,68,672,387
1698744296663.0,94,651,384
1698744296744.0,109,613,379
1698744296826.0,98,588,383
1698744296903.0,104,562,368
1698744296984.0,98,577,373
1698744297063.0,109,582,376
1698744297143.0,97,596,395
1698744297226.0,99,634,390
1698744297303.0,77,655,391
1698744297383.0,68,657,395
1698744297463.0,53,655,388
1698744297543.0,66,665,388
1698744297626.0,79,668,390
1698744297704.0,95,654,387
1698744297783.0,104,617,377
1698744297863.0,118,602,375
1698744297944.0,119,580,362
1698744298026.0,123,566,368
1698744298103.0,126,595,375
1698744298183.0,95,631,391
1698744298263.0,75,678,389
1698744298343.0,68,678,394
1698744298426.0,88,673,392
1698744298503.0,106,638,392
1698744298583.0,104,614,381
1698744298663.0,95,616,386
1698744298743.0,102,618,389
1698744298826.0,97,616,387
1698744298903.0,89,630,382
1698744298983.0,92,643,393
1698744299063.0,90,654,392
1698744299143.0,97,671,389
1698744299225.0,97,671,391
1698744299303.0,96,671,382
1698744299383.0,113,667,376
1698744299463.0,136,650,356
1698744299543.0,133,618,360
1698744299626.0,149,587,347
1698744299703.0,134,551,333
1698744299783.0,133,527,342
1698744299863.0,138,522,353
1698744299943.0,127,548,364
1698744300025.0,127,573,364
1698744300103.0,141,601,378
1698744300183.0,147,604,360
1698744300263.0,157,593,353
1698744300343.0,164,585,327
1698744300425.0,168,565,320
1698744300503.0,159,554,313
1698744300583.0,170,540,298
1698744300663.0,172,522,287
1698744300743.0,170,541,256
1698744300826.0,158,559,251
1698744300903.0,162,591,242
1698744300983.0,171,602,247
1698744301063.0,167,639,231
1698744301143.0,157,682,233
1698744301225.0,137,716,231
1698744301303.0,97,744,226
1698744301383.0,83,757,234
1698744301463.0,86,799,242
1698744301543.0,70,811,248
1698744301625.0,68,823,267
1698744301702.0,46,823,267
1698744301783.0,39,838,280
1698744301863.0,48,842,294
1698744301943.0,41,841,300
1698744302025.0,28,854,298
1698744302102.0,5,862,293
1698744302182.0,-44,876,279
1698744302263.0,-80,878,251
1698744302342.0,-97,865,207
1698744302425.0,-107,855,216
1698744302503.0,-98,881,244
1698744302582.0,-125,890,256
1698744302662.0,-132,893,269
1698744302743.0,-141,886,278
1698744302825.0,-148,880,286
1698744302902.0,-154,896,289
1698744302983.0,-152,884,301
1698744303062.0,-167,880,303
1698744303142.0,-179,894,277
1698744303225.0,-221,862,242
1698744303302.0,-289,813,192
1698744303382.0,-355,728,195
1698744303462.0,-408,707,214
1698744303542.0,-418,705,237
1698744303625.0,-425,696,232
1698744303703.0,-435,696,247
1698744303782.0,-430,699,246
1698744303862.0,-420,707,265
1698744303943.0,-432,718,268
1698744304025.0,-432,714,260
1698744304102.0,-439,710,261
1698744304183.0,-426,722,275
1698744304262.0,-419,723,261
1698744304342.0,-415,734,278
1698744304425.0,-409,732,268
