ts,alpha,beta,gamma
1698674972359.0,293,233,411
1698674972439.0,242,303,421
1698674972519.0,182,371,442
1698674972602.0,119,391,473
1698674972679.0,84,384,476
1698674972759.0,112,384,479
1698674972839.0,131,365,453
1698674972919.0,177,333,431
1698674973002.0,223,271,414
1698674973079.0,250,220,411
1698674973159.0,271,169,410
1698674973239.0,266,173,414
1698674973319.0,254,191,413
1698674973402.0,218,271,430
1698674973479.0,168,309,435
1698674973559.0,108,347,470
1698674973639.0,84,359,475
1698674973719.0,98,355,469
1698674973799.0,144,345,447
1698674973879.0,192,302,433
1698674973959.0,222,252,424
1698674974039.0,251,186,423
1698674974119.0,253,167,409
1698674974199.0,245,178,404
1698674974279.0,243,226,418
1698674974359.0,217,279,432
1698674974440.0,171,341,443
1698674974519.0,124,392,466
1698674974599.0,79,387,480
1698674974679.0,92,400,466
1698674974759.0,137,379,463
1698674974839.0,186,356,459
1698674974919.0,241,303,433
1698674974999.0,265,236,425
1698674975079.0,281,217,432
1698674975160.0,293,185,427
1698674975239.0,297,206,418
1698674975319.0,267,274,439
1698674975399.0,220,345,462
1698674975479.0,148,402,484
1698674975559.0,76,420,499
1698674975639.0,71,409,488
1698674975719.0,95,422,461
1698674975799.0,142,399,459
1698674975880.0,208,356,459
1698674975959.0,252,307,433
1698674976041.0,288,255,426
1698674976119.0,296,212,426
1698674976199.0,289,222,401
1698674976280.0,294,250,422
1698674976359.0,260,310,442
1698674976441.0,216,371,471
1698674976519.0,156,398,490
1698674976599.0,115,404,508
1698674976681.0,100,427,495
1698674976758.0,109,423,485
1698674976842.0,161,405,464
1698674976919.0,234,375,450
1698674976998.0,285,315,428
1698674977081.0,302,255,418
1698674977159.0,318,210,416
1698674977241.0,312,141,394
1698674977318.0,312,116,405
1698674977399.0,304,119,400
1698674977478.0,311,149,403
1698674977558.0,310,174,407
1698674977641.0,312,200,417
1698674977718.0,339,169,434
1698674977798.0,349,119,457
1698674977879.0,333,66,462
1698674977958.0,314,3,496
1698674978041.0,253,-34,528
1698674978119.0,213,-40,569
1698674978198.0,203,-30,590
1698674978278.0,213,-10,606
1698674978358.0,213,41,596
1698674978441.0,263,37,577
1698674978518.0,291,53,555
1698674978598.0,319,91,545
1698674978678.0,304,117,541
1698674978758.0,281,158,561
1698674978841.0,272,187,557
1698674978919.0,283,173,539
1698674978998.0,283,133,546
1698674979079.0,282,84,542
1698674979158.0,271,56,556
1698674979238.0,242,46,569
1698674979318.0,210,45,585
1698674979398.0,195,37,569
1698674979478.0,222,66,571
1698674979558.0,230,66,562
1698674979638.0,260,99,556
1698674979719.0,270,142,556
1698674979798.0,259,187,562
1698674979878.0,243,202,579
1698674979958.0,253,191,563
1698674980038.0,258,158,560
1698674980118.0,273,115,564
1698674980198.0,258,73,563
1698674980278.0,230,53,573
1698674980358.0,208,27,582
1698674980438.0,207,37,590
1698674980518.0,227,57,583
1698674980598.0,238,72,569
1698674980678.0,254,110,553
1698674980758.0,258,163,575
1698674980838.0,233,182,565
1698674980918.0,229,180,582
1698674980998.0,233,167,565
1698674981078.0,250,142,569
1698674981158.0,239,107,574
1698674981238.0,218,64,560
1698674981319.0,187,30,586
1698674981398.0,186,18,575
1698674981481.0,187,44,577
1698674981558.0,227,59,563
1698674981639.0,232,92,558
1698674981720.0,232,132,559
1698674981798.0,205,155,568
1698674981880.0,209,191,572
1698674981958.0,204,179,580
1698674982038.0,228,164,566
1698674982120.0,227,125,569
1698674982198.0,209,95,584
1698674982280.0,185,74,583
1698674982358.0,179,64,585
1698674982438.0,180,80,591
1698674982518.0,189,86,580
1698674982598.0,213,81,603
1698674982680.0,248,70,597
1698674982758.0,286,77,585
1698674982837.0,277,94,578
1698674982918.0,288,104,596
1698674982997.0,287,91,572
1698674983080.0,270,27,568
1698674983158.0,238,-7,583
1698674983238.0,198,-28,588
1698674983317.0,182,-14,601
1698674983398.0,190,-5,592
1698674983480.0,244,4,567
1698674983557.0,287,54,538
1698674983639.0,321,125,538
1698674983717.0,320,178,547
1698674983797.0,298,193,547
1698674983880.0,299,168,545
1698674983957.0,322,122,533
1698674984037.0,308,57,524
1698674984118.0,292,0,530
1698674984197.0,252,-36,541
1698674984281.0,252,-34,551
1698674984357.0,251,-21,553
1698674984437.0,285,6,545
1698674984517.0,323,61,526
1698674984598.0,335,117,520
1698674984677.0,333,179,545
1698674984757.0,310,206,550
1698674984837.0,322,212,548
1698674984917.0,350,176,536
1698674984997.0,347,112,528
1698674985077.0,326,31,535
1698674985157.0,277,-35,554
1698674985237.0,247,-51,557
1698674985317.0,249,-37,563
1698674985397.0,282,-28,551
1698674985477.0,326,-1,535
1698674985557.0,354,89,523
1698674985637.0,367,155,542
1698674985717.0,362,202,553
1698674985797.0,354,205,561
1698674985877.0,357,195,547
1698674985958.0,373,128,545
1698674986037.0,348,52,551
1698674986119.0,317,-15,559
1698674986197.0,301,-50,567
1698674986277.0,287,-63,565
1698674986358.0,314,-36,554
1698674986437.0,362,-9,555
1698674986520.0,393,74,553
1698674986597.0,390,159,554
1698674986677.0,375,186,580
1698674986759.0,363,191,582
1698674986837.0,382,185,573
1698674986919.0,393,139,567
1698674986997.0,386,81,569
1698674987077.0,357,20,579
1698674987159.0,335,-18,590
1698674987237.0,322,-36,597
1698674987319.0,323,-2,601
1698674987397.0,351,15,569
1698674987477.0,373,67,566
1698674987559.0,375,134,573
1698674987637.0,349,174,582
1698674987720.0,335,196,590
1698674987797.0,328,177,584
1698674987877.0,354,158,580
1698674987957.0,362,97,570
1698674988037.0,340,39,565
1698674988119.0,311,-12,569
1698674988197.0,280,-39,573
1698674988277.0,287,-24,578
1698674988357.0,302,-17,573
1698674988437.0,329,4,553
1698674988519.0,369,68,558
1698674988597.0,367,129,556
1698674988677.0,359,167,572
1698674988756.0,342,173,576
1698674988836.0,358,146,575
1698674988920.0,359,82,553
1698674988996.0,350,27,552
1698674989076.0,304,-29,560
1698674989157.0,279,-63,570
1698674989236.0,277,-58,567
1698674989319.0,311,-18,570
1698674989397.0,330,21,559
1698674989476.0,347,70,549
1698674989576.0,338,113,560
1698674989637.0,321,124,570
1698674989716.0,320,136,577
1698674989797.0,309,148,580
1698674989877.0,334,105,559
1698674989956.0,338,60,543
1698674990036.0,314,15,543
1698674990116.0,295,-21,553
1698674990196.0,267,-33,561
1698674990276.0,284,-13,569
1698674990356.0,302,18,567
1698674990436.0,328,46,556
1698674990516.0,322,101,554
1698674990596.0,330,173,558
1698674990676.0,306,245,562
1698674990756.0,255,338,535
1698674990836.0,212,388,508
1698674990916.0,193,423,488
1698674990996.0,167,418,459
1698674991076.0,145,422,462
1698674991156.0,135,419,436
1698674992010.0,131,416,421
1698674992306.0,123,413,422
1698674992312.0,117,406,420
1698674992760.0,127,409,414
1698674992836.0,131,402,425
1698674992916.0,133,409,416
1698674992996.0,133,404,415
1698674993076.0,127,420,425
1698674993158.0,132,402,421
1698674993236.0,134,410,421
1698674993416.0,123,414,415
1698674993424.0,125,405,414
1698674993626.0,129,414,418
1698674993638.0,126,424,436
1698674993836.0,121,430,439
1698674993842.0,124,435,462
1698674993958.0,107,441,463
1698674993964.0,98,431,485
1698674994046.0,83,447,495
1698674994116.0,41,444,505
1698674994196.0,3,448,486
1698674994276.0,-35,454,486
1698674994358.0,-51,439,470
1698674994436.0,-69,439,455
1698674994516.0,-96,421,446
1698674994596.0,-105,414,424
1698674994676.0,-115,391,410
1698674994755.0,-118,370,406
1698674994835.0,-138,366,393
1698674994916.0,-138,352,385
1698674994995.0,-140,334,380
1698674995075.0,-144,330,391
1698674995156.0,-169,312,375
1698674995235.0,-167,307,377
1698674995315.0,-165,296,382
1698674995395.0,-160,291,376
1698674995475.0,-180,288,369
1698674995555.0,-177,267,363
1698674995637.0,-176,272,367
1698674995715.0,-182,278,380
1698674995795.0,-179,286,379
1698674995875.0,-177,275,375
1698674995956.0,-184,284,384
1698674996036.0,-178,284,368
1698674996115.0,-178,274,374
1698674996195.0,-176,270,365
1698674996275.0,-197,281,367
1698674996355.0,-180,255,370
1698674996436.0,-157,273,358
