ts,alpha,beta,gamma
1698921840244.0,471,567,302
1698921840324.0,500,635,329
1698921840404.0,485,704,393
1698921840484.0,403,792,442
1698921840564.0,289,850,459
1698921840643.0,173,877,488
1698921840723.0,85,878,465
1698921840804.0,134,890,456
1698921840883.0,278,861,446
1698921840964.0,410,780,410
1698921841044.0,491,681,367
1698921841127.0,498,627,343
1698921841203.0,499,643,338
1698921841284.0,469,685,363
1698921841363.0,435,722,422
1698921841443.0,348,732,465
1698921841527.0,218,811,473
1698921841603.0,99,818,471
1698921841683.0,36,805,479
1698921841764.0,31,798,489
1698921841843.0,127,801,489
1698921841923.0,276,805,448
1698921842004.0,380,743,383
1698921842083.0,442,661,362
1698921842163.0,444,646,360
1698921842243.0,409,686,368
1698921842323.0,389,696,412
1698921842406.0,337,713,437
1698921842484.0,251,739,461
1698921842566.0,167,767,469
1698921842643.0,98,762,469
1698921842723.0,97,780,455
1698921842803.0,185,783,452
1698921842883.0,304,751,424
1698921842966.0,381,657,383
1698921843043.0,404,589,367
1698921843123.0,414,557,347
1698921843203.0,396,583,346
1698921843283.0,392,657,366
1698921843363.0,338,699,415
1698921843444.0,271,754,422
1698921843523.0,190,796,435
1698921843605.0,107,798,434
1698921843683.0,88,816,404
1698921843763.0,183,814,388
1698921843844.0,288,772,395
1698921843923.0,369,690,370
1698921844005.0,395,624,326
1698921844083.0,391,602,322
1698921844163.0,392,623,324
1698921844243.0,371,671,344
1698921844323.0,341,711,401
1698921844403.0,261,744,420
1698921844483.0,189,774,430
1698921844563.0,105,777,415
1698921844643.0,73,776,407
1698921844724.0,141,777,412
1698921844803.0,241,748,399
1698921844885.0,313,694,358
1698921844963.0,338,633,340
1698921845045.0,331,611,313
1698921845123.0,327,620,315
1698921845203.0,307,652,354
1698921845283.0,282,681,366
1698921845363.0,228,727,377
1698921845445.0,165,765,400
1698921845523.0,95,778,419
1698921845603.0,77,783,407
1698921845683.0,155,769,415
1698921845763.0,254,734,404
1698921845843.0,327,682,362
1698921845924.0,358,632,339
1698921846003.0,356,594,323
1698921846083.0,349,598,319
1698921846163.0,359,639,341
1698921846243.0,337,690,361
1698921846325.0,295,765,392
1698921846402.0,188,791,425
1698921846485.0,120,793,441
1698921846563.0,111,800,436
1698921846643.0,204,797,429
1698921846722.0,315,755,399
1698921846803.0,398,664,371
1698921846882.0,418,583,357
1698921846962.0,410,548,337
1698921847043.0,404,545,326
1698921847122.0,404,553,317
1698921847202.0,402,634,350
1698921847283.0,339,720,392
1698921847363.0,250,787,410
1698921847442.0,150,826,401
1698921847526.0,104,824,396
1698921847602.0,166,819,411
1698921847682.0,289,785,410
1698921847762.0,384,714,375
1698921847842.0,404,634,352
1698921847925.0,406,600,317
1698921848003.0,411,583,315
1698921848082.0,419,603,324
1698921848162.0,423,635,353
1698921848242.0,380,740,368
1698921848322.0,258,817,406
1698921848402.0,179,845,415
1698921848482.0,143,849,422
1698921848562.0,149,828,445
1698921848643.0,203,806,453
1698921848722.0,290,778,443
1698921848804.0,325,730,438
1698921848882.0,361,689,437
1698921848965.0,381,653,448
1698921849042.0,404,592,453
1698921849122.0,380,557,462
1698921849202.0,382,521,480
1698921849282.0,385,505,465
1698921849362.0,369,462,455
1698921849443.0,366,485,456
1698921849522.0,376,535,449
1698921849602.0,361,613,461
1698921849682.0,360,608,466
1698921849762.0,367,534,464
1698921849843.0,355,461,461
1698921849922.0,330,439,471
1698921850004.0,319,453,470
1698921850082.0,299,416,464
1698921850162.0,296,399,429
1698921850242.0,304,470,424
1698921850322.0,289,567,456
1698921850405.0,287,585,479
1698921850482.0,295,602,478
1698921850562.0,322,605,455
1698921850642.0,374,584,432
1698921850722.0,380,486,402
1698921850802.0,312,382,410
1698921850882.0,277,343,428
1698921850962.0,264,334,410
1698921851042.0,279,336,406
1698921851122.0,298,352,400
1698921851202.0,328,385,395
1698921851283.0,355,442,426
1698921851362.0,357,523,432
1698921851444.0,323,583,465
1698921851522.0,317,559,459
1698921851602.0,348,495,448
1698921851682.0,337,455,418
1698921851763.0,331,397,396
1698921851845.0,295,355,406
1698921851922.0,252,338,433
1698921852002.0,227,339,434
1698921852082.0,252,340,404
1698921852161.0,275,340,383
1698921852241.0,301,391,394
1698921852323.0,333,446,428
1698921852402.0,300,553,452
1698921852484.0,270,609,474
1698921852562.0,273,599,469
1698921852641.0,306,571,447
1698921852721.0,325,466,420
1698921852802.0,261,346,383
1698921852884.0,223,331,364
1698921852961.0,235,333,375
1698921853042.0,242,326,373
1698921853121.0,272,352,370
1698921853201.0,287,371,409
1698921853282.0,292,403,471
1698921853361.0,364,461,477
1698921853441.0,361,531,473
1698921853522.0,362,557,465
1698921853601.0,399,514,442
1698921853681.0,382,412,396
1698921853764.0,294,295,366
1698921853841.0,190,250,326
1698921853924.0,181,246,363
1698921854002.0,223,262,378
1698921854081.0,277,309,339
1698921854161.0,349,355,335
1698921854241.0,392,431,383
1698921854324.0,395,553,423
1698921854401.0,368,618,451
1698921854482.0,336,663,453
1698921854561.0,388,624,435
1698921854641.0,418,526,380
1698921854721.0,373,399,358
1698921854802.0,316,308,356
1698921854881.0,296,311,376
1698921854964.0,325,310,368
1698921855041.0,357,349,335
1698921855121.0,403,399,369
1698921855204.0,427,489,404
1698921855281.0,419,594,431
1698921855363.0,382,658,446
1698921855441.0,391,650,441
1698921855521.0,444,583,399
1698921855601.0,441,495,364
1698921855681.0,394,389,337
1698921855761.0,323,301,370
1698921855841.0,274,270,378
1698921855921.0,290,272,361
1698921856001.0,339,302,339
1698921856081.0,409,362,345
1698921856161.0,453,471,391
1698921856242.0,451,595,420
1698921856321.0,431,663,453
1698921856404.0,426,685,449
1698921856481.0,473,621,419
1698921856561.0,480,498,389
1698921856641.0,416,345,359
1698921856721.0,336,278,341
1698921856803.0,310,246,335
1698921856881.0,337,254,348
1698921856961.0,416,305,328
1698921857041.0,473,383,359
1698921857121.0,496,488,419
1698921857201.0,477,589,449
1698921857281.0,426,658,480
1698921857361.0,425,669,486
1698921857442.0,453,596,451
1698921857521.0,476,481,392
1698921857601.0,429,341,366
1698921857683.0,338,255,329
1698921857761.0,323,244,369
1698921857843.0,345,269,380
1698921857921.0,370,308,354
1698921858001.0,431,375,388
1698921858081.0,461,469,425
1698921858161.0,431,570,455
1698921858241.0,391,623,481
1698921858321.0,375,687,475
1698921858400.0,445,649,447
1698921858480.0,476,504,389
1698921858561.0,416,374,368
1698921858641.0,339,285,386
1698921858721.0,317,279,419
1698921858801.0,343,327,446
1698921858883.0,369,328,415
1698921858960.0,421,386,409
1698921859041.0,444,484,431
1698921859120.0,438,572,433
1698921859200.0,413,628,475
1698921859283.0,391,655,465
1698921859360.0,417,610,445
1698921859440.0,426,480,422
1698921859552.0,383,371,406
1698921859600.0,329,302,400
1698921859680.0,327,305,413
1698921859760.0,322,306,416
1698921859840.0,363,323,380
1698921859920.0,404,383,393
1698921860000.0,414,492,428
1698921860329.0,396,616,452
1698921860335.0,366,621,488
1698921860400.0,395,552,461
1698921860480.0,410,462,440
1698921860560.0,379,384,433
1698921860640.0,371,345,421
1698921860753.0,354,349,418
1698921860800.0,374,364,422
1698921860880.0,389,403,433
1698921861053.0,409,515,455
