ts,alpha,beta,gamma
1698414839741.0,-365,377,485
1698414839821.0,-364,358,499
1698414839903.0,-369,358,508
1698414839981.0,-385,364,498
1698414840063.0,-370,359,509
1698414840141.0,-370,346,495
1698414840221.0,-373,364,489
1698414840302.0,-358,357,480
1698414840381.0,-353,357,488
1698414840463.0,-363,341,477
1698414840541.0,-368,360,499
1698414840621.0,-373,342,509
1698414840703.0,-384,320,522
1698414840781.0,-375,314,545
1698414840863.0,-389,319,546
1698414840940.0,-394,317,526
1698414841020.0,-377,322,515
1698414841103.0,-365,344,507
1698414841180.0,-374,360,489
1698414841263.0,-365,351,498
1698414841341.0,-382,346,495
1698414841420.0,-366,368,488
1698414841500.0,-365,357,491
1698414841581.0,-371,357,496
1698414841663.0,-369,344,482
1698414841740.0,-367,359,490
1698414841821.0,-347,368,471
1698414841900.0,-350,362,479
1698414841980.0,-341,366,467
1698414842063.0,-337,358,476
1698414842140.0,-338,350,465
1698414842220.0,-319,358,478
1698414842301.0,-351,353,484
1698414842380.0,-362,357,497
1698414842463.0,-371,348,497
1698414842537.0,-382,339,513
1698414842620.0,-376,343,514
1698414842700.0,-367,339,502
1698414842780.0,-367,341,499
1698414842863.0,-362,348,488
1698414842940.0,-362,363,476
1698414843020.0,-351,366,483
1698414843100.0,-346,358,463
1698414843180.0,-352,347,473
1698414843263.0,-368,365,475
1698414843340.0,-353,357,477
1698414843420.0,-367,358,483
1698414843500.0,-362,354,481
1698414843580.0,-349,354,480
1698414843663.0,-340,358,461
1698414843741.0,-346,359,468
1698414843820.0,-352,347,472
1698414843900.0,-366,351,488
1698414843980.0,-377,345,501
1698414844063.0,-397,324,515
1698414844140.0,-374,305,532
1698414844220.0,-384,324,533
1698414844300.0,-380,327,528
1698414844380.0,-382,324,498
1698414844463.0,-373,343,502
1698414844540.0,-368,342,480
1698414844620.0,-373,357,470
1698414844700.0,-370,350,484
1698414844780.0,-362,346,482
1698414844862.0,-376,341,491
1698414844940.0,-392,352,485
1698414845021.0,-374,355,495
1698414845100.0,-379,346,493
1698414845180.0,-373,347,481
1698414845262.0,-371,346,483
1698414845340.0,-341,362,474
1698414845420.0,-348,346,468
1698414845500.0,-338,363,468
1698414845580.0,-353,351,475
1698414845663.0,-362,353,497
1698414845740.0,-372,340,514
1698414845820.0,-384,311,527
1698414845900.0,-381,307,534
1698414845980.0,-376,323,528
1698414846060.0,-386,338,510
1698414846140.0,-381,335,482
1698414846220.0,-350,357,485
1698414846301.0,-346,353,478
1698414846380.0,-345,344,471
1698414846460.0,-360,344,475
1698414846539.0,-362,344,500
1698414846620.0,-368,359,488
1698414846700.0,-377,340,501
1698414846779.0,-375,342,498
1698414846860.0,-376,338,495
1698414846939.0,-374,341,477
1698414847019.0,-366,343,484
1698414847100.0,-356,349,483
1698414847179.0,-347,352,475
1698414847259.0,-328,362,463
1698414847340.0,-352,352,476
1698414847419.0,-360,343,501
1698414847499.0,-365,338,503
1698414847580.0,-372,332,521
1698414847659.0,-379,325,527
1698414847739.0,-378,325,540
1698414847820.0,-364,348,517
1698414847899.0,-373,334,501
1698414847979.0,-370,349,502
1698414848059.0,-367,351,484
1698414848139.0,-367,350,479
1698414848219.0,-375,345,486
1698414848300.0,-371,354,475
1698414848379.0,-372,342,487
1698414848459.0,-374,348,497
1698414848540.0,-373,353,481
1698414848619.0,-371,346,481
1698414848699.0,-375,345,483
1698414848780.0,-366,349,486
1698414848859.0,-369,349,500
1698414848939.0,-364,345,502
1698414849020.0,-366,345,498
1698414849099.0,-372,342,510
1698414849179.0,-384,333,523
1698414849259.0,-376,327,540
1698414849339.0,-385,322,544
1698414849419.0,-370,344,543
1698414849499.0,-372,337,515
1698414849579.0,-369,338,500
1698414849659.0,-362,345,496
1698414849739.0,-365,356,488
1698414849820.0,-367,348,487
1698414849899.0,-370,350,491
1698414849979.0,-371,346,490
1698414850059.0,-364,344,487
1698414850140.0,-392,346,497
1698414850219.0,-378,338,487
1698414850299.0,-378,344,497
1698414850379.0,-372,345,471
1698414850459.0,-352,345,476
1698414850540.0,-368,360,487
1698414850619.0,-356,348,485
1698414850700.0,-354,360,479
1698414850779.0,-357,357,498
1698414850859.0,-375,342,511
1698414850940.0,-379,332,524
1698414851019.0,-377,319,530
1698414851101.0,-379,318,535
1698414851179.0,-369,338,521
1698414851259.0,-377,324,510
1698414851340.0,-377,334,493
1698414851419.0,-359,351,475
1698414851501.0,-353,350,472
1698414851579.0,-348,353,473
1698414851659.0,-354,349,475
1698414851740.0,-363,358,471
1698414851819.0,-369,360,478
1698414851900.0,-365,351,483
1698414851979.0,-358,348,485
1698414852059.0,-368,351,476
1698414852140.0,-365,346,476
1698414852219.0,-358,348,475
1698414852301.0,-368,348,479
1698414852379.0,-354,351,476
1698414852459.0,-363,345,488
1698414852540.0,-361,350,491
1698414852619.0,-378,330,518
1698414852701.0,-380,325,522
1698414852778.0,-382,321,534
1698414852859.0,-384,326,521
1698414852940.0,-374,330,511
1698414853018.0,-372,355,499
1698414853101.0,-362,334,490
1698414853178.0,-359,322,470
1698414853258.0,-358,338,483
1698414853341.0,-375,332,487
1698414853418.0,-373,337,482
1698414853501.0,-389,344,498
1698414853579.0,-387,338,508
1698414853658.0,-381,338,503
1698414853741.0,-399,339,509
1698414853819.0,-383,350,500
1698414853902.0,-372,347,493
1698414853978.0,-375,337,491
1698414854059.0,-369,345,485
1698414854141.0,-368,335,494
1698414854218.0,-374,340,505
1698414854301.0,-380,336,515
1698414854378.0,-389,325,524
1698414854458.0,-390,316,539
1698414854538.0,-386,315,534
1698414854618.0,-389,317,533
1698414854701.0,-382,324,499
1698414854779.0,-373,335,501
1698414854859.0,-372,343,483
1698414854938.0,-366,346,486
1698414855018.0,-371,334,475
1698414855101.0,-370,357,478
1698414855178.0,-372,355,501
1698414855258.0,-388,347,491
1698414855338.0,-390,342,493
1698414855418.0,-373,336,489
1698414855501.0,-371,338,492
1698414855578.0,-372,353,488
1698414855658.0,-375,347,477
1698414855738.0,-367,346,476
1698414855818.0,-350,350,473
1698414855900.0,-345,347,470
1698414855978.0,-341,351,483
1698414856058.0,-342,354,489
1698414856138.0,-341,357,496
1698414856218.0,-338,360,497
1698414856300.0,-347,368,506
1698414856378.0,-353,364,502
1698414856458.0,-331,369,499
1698414856538.0,-333,366,498
1698414856618.0,-327,370,478
1698414856701.0,-330,375,479
1698414856778.0,-338,382,481
1698414856858.0,-336,374,491
1698414856938.0,-350,388,488
1698414857018.0,-341,395,499
1698414857100.0,-354,387,511
1698414857178.0,-359,382,501
1698414857258.0,-359,392,512
1698414857338.0,-364,385,524
1698414857419.0,-372,378,528
1698414857500.0,-363,373,528
1698414857578.0,-370,369,531
1698414857658.0,-379,367,527
1698414857738.0,-364,372,537
1698414857818.0,-372,358,556
1698414857901.0,-372,368,542
1698414857978.0,-375,369,542
1698414858058.0,-365,363,540
1698414858138.0,-374,361,544
1698414858218.0,-375,378,547
1698414858300.0,-385,362,538
